id,name english,description,desc english
bless_10147,Iron Head,"When controlled: Strong Dispel, gain debuff immunity for <font color='#83d18a'>{im_dur}</font>s (provides <font color='#83d18a'>{resist}%</font> Magic Res), Total ATK & Move Speed <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font>s (CD: <font color='#83d18a'>{cd}</font>s).","When controlled: Strong Dispel, gain debuff immunity for <font color='#83d18a'>{im_dur}</font>s (provides <font color='#83d18a'>{resist}%</font> Magic Res), Total ATK & Move Speed <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font>s (CD: <font color='#83d18a'>{cd}</font>s)."
bless_10148,Quickly pick two,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two."
bless_10148a,Quickly pick two,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two."
bless_10148b,Quickly pick two,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two."
bless_10149,Supreme Bone,Future 3-choice blessing quality <font color='#83d18a'>+1</font>.,Future 3-choice blessing quality <font color='#83d18a'>+1</font>.
bless_10150,Flesh Sanctification・Bone,"On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>"
bless_10151,Flesh Sanctification・Blood,"On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>"
bless_10152,Flesh Sanctification・Skin,"When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>"
bless_10153,Flesh Sanctification・Flesh,"When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>"
bless_10154,Adaptive Immunity,"When controlled: <font color='#83d18a'>+{pct}%</font> Status Res for <font color='#83d18a'>{dur}</font>s, max <font color='#83d18a'>{max}</font> stacks.","When controlled: <font color='#83d18a'>+{pct}%</font> Status Res for <font color='#83d18a'>{dur}</font>s, max <font color='#83d18a'>{max}</font> stacks."
bless_10155,Stress Response,"Losing <font color='#83d18a'>{pct}%</font> max HP within <font color='#83d18a'>{time}</font>s grants <font color='#83d18a'>{hp_pct}% max HP</font> Shield and <font color='#83d18a'>-{dmg_pct}%</font> damage taken for <font color='#83d18a'>{dur}</font>s <font color='#8e8e8e'>(CD: {cd}s, resets on death)</font>.","Losing <font color='#83d18a'>{pct}%</font> max HP within <font color='#83d18a'>{time}</font>s grants <font color='#83d18a'>{hp_pct}% max HP</font> Shield and <font color='#83d18a'>-{dmg_pct}%</font> damage taken for <font color='#83d18a'>{dur}</font>s <font color='#8e8e8e'>(CD: {cd}s, resets on death)</font>."
bless_10156,Critical Damage,"Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, Critical Strike Damage +{hxgjbl}% <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, Critical Strike Damage +{hxgjbl}% <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>."
bless_10157,Spell Critical,"Abilities can also trigger Critical Strike, Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Abilities can also trigger Critical Strike, Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>."
bless_10158,Critical Combo,"Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, triggers a quick attack when a Critical Strike occurs (Attack Speed +490 before the next attack) <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, triggers a quick attack when a Critical Strike occurs (Attack Speed +490 before the next attack) <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>."
bless_10159,Critical Attack,Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.,Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.
bless_10160,Corrosive Attack,Attacking enemies reduces their Armor by <font color='#83d18a'>{armor}</font> for <font color='#83d18a'>{dur}</font> seconds.,Attacking enemies reduces their Armor by <font color='#83d18a'>{armor}</font> for <font color='#83d18a'>{dur}</font> seconds.
bless_10161,Corrosive Mist,"Apply <font color='#83d18a'>1</font> stack of Erosion to enemies within <font color='#83d18a'>{radius}</font> range every sec. Each stack: Armor <font color='#83d18a'>-{armor}</font>, Magic Resist <font color='#83d18a'>-{magic_resist}%</font>, max {max_stack} stacks.","Apply <font color='#83d18a'>1</font> stack of Erosion to enemies within <font color='#83d18a'>{radius}</font> range every sec. Each stack: Armor <font color='#83d18a'>-{armor}</font>, Magic Resist <font color='#83d18a'>-{magic_resist}%</font>, max {max_stack} stacks."
bless_10162,Bloodletting,"Attacks apply <font color='#83d18a'>1</font> stack of Bleed. Each stack: <font color='#83d18a'>{pct}% ATK</font> Physical DMG/sec, max <font color='#83d18a'>{max}</font> stacks, for <font color='#83d18a'>{dur}</font>s.","Attacks apply <font color='#83d18a'>1</font> stack of Bleed. Each stack: <font color='#83d18a'>{pct}% ATK</font> Physical DMG/sec, max <font color='#83d18a'>{max}</font> stacks, for <font color='#83d18a'>{dur}</font>s."
bless_10163,Dread Retribution,Every {count}th attack on the same target deals physical damage equal to <font color='#83d18a'>{pct}% × enemy's Max HP</font>.,Every {count}th attack on the same target deals physical damage equal to <font color='#83d18a'>{pct}% × enemy's Max HP</font>.
bless_10164,Stand Attack,"Attack Speed <font color='#83d18a'>+{gsI}%</font>. For every <font color='#83d18a'>{per_ats}</font> excess Attack Speed, Basic Attack extra hits <font color='#83d18a'>+1</font> <font color='#8e8e8e'>(Requirement increases by {per_ats_increase} per extra hit)</font>.","Attack Speed <font color='#83d18a'>+{gsI}%</font>. For every <font color='#83d18a'>{per_ats}</font> excess Attack Speed, Basic Attack extra hits <font color='#83d18a'>+1</font> <font color='#8e8e8e'>(Requirement increases by {per_ats_increase} per extra hit)</font>."
bless_10165,Stand Attack,"Attack Speed <font color='#83d18a'>+{gs}</font>, Total Attack Damage <font color='#83d18a'>-{gjI}%</font>. After a kill or assist, Attack Speed and Movement Speed <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font> seconds.","Attack Speed <font color='#83d18a'>+{gs}</font>, Total Attack Damage <font color='#83d18a'>-{gjI}%</font>. After a kill or assist, Attack Speed and Movement Speed <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font> seconds."
bless_10166,Slayer Sword,Grants <font color='#83d18a'>+{pct}%</font> Base Attack Damage upon a hero kill or assist.,Grants <font color='#83d18a'>+{pct}%</font> Base Attack Damage upon a hero kill or assist.
bless_10167,Slayer Armor,Grants a stack of Amplification upon a hero kill or assist. Each stack increases Max Health by <font color='#83d18a'>+{pct}%</font>. Lose <font color='#83d18a'>{lose_pct}%</font> of stacks on death.,Grants a stack of Amplification upon a hero kill or assist. Each stack increases Max Health by <font color='#83d18a'>+{pct}%</font>. Lose <font color='#83d18a'>{lose_pct}%</font> of stacks on death.
bless_10168,Stronger Against Strong,"For every <font color='#83d18a'>{pct_threshold}%</font> the enemy's current health is higher than yours, damage output is increased by <font color='#83d18a'>+{pct_bonus}%</font>, up to <font color='#83d18a'>{pct_bonus_max}%</font>.","For every <font color='#83d18a'>{pct_threshold}%</font> the enemy's current health is higher than yours, damage output is increased by <font color='#83d18a'>+{pct_bonus}%</font>, up to <font color='#83d18a'>{pct_bonus_max}%</font>."
bless_10169,Spring Water Commander,"After death, control Commander Cat to order retreat, focus fire, or protect. Shared CD. CD: <font color='#83d18a'>{cd}</font>s <font color='#8e8e8e'>(Summoned at death location)</font>.","After death, control Commander Cat to order retreat, focus fire, or protect. Shared CD. CD: <font color='#83d18a'>{cd}</font>s <font color='#8e8e8e'>(Summoned at death location)</font>."
bless_10170,Sneakers,"Gold <font color='#83d18a'>+{gold}</font>. Upon first acquiring Boots of Travel or Boots of Travel II, they are consumed to permanently grant their effects <font color='#8e8e8e'>(Movement Speed bonuses from boots do not stack)</font>.","Gold <font color='#83d18a'>+{gold}</font>. Upon first acquiring Boots of Travel or Boots of Travel II, they are consumed to permanently grant their effects <font color='#8e8e8e'>(Movement Speed bonuses from boots do not stack)</font>."
bless_10171,Giant Ring Reinforcement,"When Giant's Ring stacks exceed <font color='#83d18a'>{stack}</font>, Giant's Ring stacks are permanently increased by <font color='#83d18a'>+{pct}%</font> <font color='#8e8e8e'>(including future stacks)</font>.","When Giant's Ring stacks exceed <font color='#83d18a'>{stack}</font>, Giant's Ring stacks are permanently increased by <font color='#83d18a'>+{pct}%</font> <font color='#8e8e8e'>(including future stacks)</font>."
bless_10172,Skate Shoes,"When no footwear equipped, Move Speed <font color='#83d18a'>+{msp}</font>.","When no footwear equipped, Move Speed <font color='#83d18a'>+{msp}</font>."
bless_10173,I'll carry,Total ATK <font color='#83d18a'>+{gjI}%</font>. For each ally typing \,"Total ATK <font color='#83d18a'>+{gjI}%</font>. For each ally typing ""<font color='#83d18a'>ok</font>"", their DMG <font color='#83d18a'>-{dmg_pct}%</font> perm., holder's Total ATK <font color='#83d18a'>+{gjI}%</font> perm."
bless_10174,Coin Toss,"When using skills, <font color='#83d18a'>50%</font> chance to not consume mana, <font color='#83d18a'>50%</font> chance to consume double mana and increase skill damage by <font color='#83d18a'>+{pct}%</font>.","When using skills, <font color='#83d18a'>50%</font> chance to not consume mana, <font color='#83d18a'>50%</font> chance to consume double mana and increase skill damage by <font color='#83d18a'>+{pct}%</font>."
bless_10175,Hybrid Build,"Each attack increases next skill damage by <font color='#83d18a'>+{pct}%</font>, stacks up to <font color='#83d18a'>{max_stack}</font> times; each skill cast increases base ATK of the next <font color='#83d18a'>{atk_times}</font> attacks by <font color='#83d18a'>+{pct}%</font>.","Each attack increases next skill damage by <font color='#83d18a'>+{pct}%</font>, stacks up to <font color='#83d18a'>{max_stack}</font> times; each skill cast increases base ATK of the next <font color='#83d18a'>{atk_times}</font> attacks by <font color='#83d18a'>+{pct}%</font>."
bless_10176,My Sword & Shield,"When HP is above <font color='#83d18a'>{hp_pct}%</font>, damage output <font color='#83d18a'>+{pct}%</font>; when HP is below <font color='#83d18a'>{hp_pct}%</font>, <font color='#83d18a'>{pct}%</font> chance to block damage <font color='#8e8e8e'>(Block: reduces damage taken above {dmg} by {block_pct}%)</font>.","When HP is above <font color='#83d18a'>{hp_pct}%</font>, damage output <font color='#83d18a'>+{pct}%</font>; when HP is below <font color='#83d18a'>{hp_pct}%</font>, <font color='#83d18a'>{pct}%</font> chance to block damage <font color='#8e8e8e'>(Block: reduces damage taken above {dmg} by {block_pct}%)</font>."
bless_10177,"Arise, my friend!","Every <font color='#83d18a'>{cd}</font> seconds, grants you and a random allied hero <font color='#83d18a'>1</font> rebirth charge <font color='#8e8e8e'>(Gain 1 immediately upon acquisition)</font>.","Every <font color='#83d18a'>{cd}</font> seconds, grants you and a random allied hero <font color='#83d18a'>1</font> rebirth charge <font color='#8e8e8e'>(Gain 1 immediately upon acquisition)</font>."
bless_10178,Half a pack of cigarettes,"When a visible enemy hero appears within <font color='#83d18a'>{check_range}</font> units, throw a smoke bomb. Speed <font color='#83d18a'>{pjt_spd}</font>, detection range <font color='#83d18a'>{width}</font>. Upon reaching the target or hitting an enemy, releases <font color='#83d18a'>{radius}</font> radius smoke, reducing enemy vision to <font color='#83d18a'>0</font> and slowing by <font color='#83d18a'>{spd_pct}%</font> for <font color='#83d18a'>5</font>s<font color='#8e8e8e'> (CD: {cd}s)</font>.","When a visible enemy hero appears within <font color='#83d18a'>{check_range}</font> units, throw a smoke bomb. Speed <font color='#83d18a'>{pjt_spd}</font>, detection range <font color='#83d18a'>{width}</font>. Upon reaching the target or hitting an enemy, releases <font color='#83d18a'>{radius}</font> radius smoke, reducing enemy vision to <font color='#83d18a'>0</font> and slowing by <font color='#83d18a'>{spd_pct}%</font> for <font color='#83d18a'>5</font>s<font color='#8e8e8e'> (CD: {cd}s)</font>."
bless_10178a,Half a pack of cigarettes (SP: Selected),"When a visible enemy hero appears within <font color='#83d18a'>{check_range}</font> units, throw a smoke bomb. Speed <font color='#83d18a'>{pjt_spd}</font>, detection range <font color='#83d18a'>{width}</font>. Upon reaching the target or hitting an enemy, releases <font color='#83d18a'>{radius}</font> radius smoke. User becomes untargetable inside, and enemies are slowed by <font color='#83d18a'>{spd_pct}%</font> for <font color='#83d18a'>5</font>s<font color='#8e8e8e'> (CD: {cd}s)</font>.","When a visible enemy hero appears within <font color='#83d18a'>{check_range}</font> units, throw a smoke bomb. Speed <font color='#83d18a'>{pjt_spd}</font>, detection range <font color='#83d18a'>{width}</font>. Upon reaching the target or hitting an enemy, releases <font color='#83d18a'>{radius}</font> radius smoke. User becomes untargetable inside, and enemies are slowed by <font color='#83d18a'>{spd_pct}%</font> for <font color='#83d18a'>5</font>s<font color='#8e8e8e'> (CD: {cd}s)</font>."
bless_10179,Stone Buddha,"Standing still for <font color='#83d18a'>{stay_time}</font> seconds grants <font color='#83d18a'>+{pct}%</font> damage output, <font color='#83d18a'>-{cs_pct}%</font> damage taken, and +{range} attack and cast range <font color='#8e8e8e'>(Decays to 0 within 2 seconds after moving)</font>.","Standing still for <font color='#83d18a'>{stay_time}</font> seconds grants <font color='#83d18a'>+{pct}%</font> damage output, <font color='#83d18a'>-{cs_pct}%</font> damage taken, and +{range} attack and cast range <font color='#8e8e8e'>(Decays to 0 within 2 seconds after moving)</font>."
bless_10180,Move & Heal,"While moving, <font color='#83d18a'>-{cs_pct}%</font> damage taken and regenerates <font color='#83d18a'> {pct}%</font> max HP per second <font color='#8e8e8e'>(Effect lost after standing still for {stay_time} seconds)</font>.","While moving, <font color='#83d18a'>-{cs_pct}%</font> damage taken and regenerates <font color='#83d18a'> {pct}%</font> max HP per second <font color='#8e8e8e'>(Effect lost after standing still for {stay_time} seconds)</font>."
bless_10181,Hunting Time,"After participating in a kill, gain Invisibility and <font color='#83d18a'>+{pct}%</font> movement speed for <font color='#83d18a'>{dur}</font> seconds. During Invisibility from any source, gain <font color='#83d18a'>+{resist}%</font> control resistance.","After participating in a kill, gain Invisibility and <font color='#83d18a'>+{pct}%</font> movement speed for <font color='#83d18a'>{dur}</font> seconds. During Invisibility from any source, gain <font color='#83d18a'>+{resist}%</font> control resistance."
bless_10182,Ultimate Gamble,"Hits consume <font color='#83d18a'>{coin}</font> gold to grant <font color='#83d18a'>+{pct}%</font> critical strike chance for the next attack; if a critical strike occurs, no gold is consumed <font color='#8e8e8e'>(Crit chance stacks and resets on crit)</font>.","Hits consume <font color='#83d18a'>{coin}</font> gold to grant <font color='#83d18a'>+{pct}%</font> critical strike chance for the next attack; if a critical strike occurs, no gold is consumed <font color='#8e8e8e'>(Crit chance stacks and resets on crit)</font>."
bless_10183,For the Horde!,"HP <font color='#83d18a'>+{hp_pct}%</font>, Damage <font color='#83d18a'>+{dmg_pct}%</font>, when another ally has this Blessing, its effect <font color='#ffea47'>+{pct}%</font>","HP <font color='#83d18a'>+{hp_pct}%</font>, Damage <font color='#83d18a'>+{dmg_pct}%</font>, when another ally has this Blessing, its effect <font color='#ffea47'>+{pct}%</font>"
bless_10184,Am I not dead?,0,0
bless_10185,Investment,"Gain <font color='#83d18a'>{pct}%×current Gold</font> per minute, max <font color='#83d18a'>{max}</font> Gold.","Gain <font color='#83d18a'>{pct}%×current Gold</font> per minute, max <font color='#83d18a'>{max}</font> Gold."
bless_10186,Blood-drain Mahjong,"Max HP <font color='#83d18a'>-{hp_pct}%</font>, gain 1 of 4 random rewards: <font color='#83d18a'>{dmg_pct}%</font> Damage, <font color='#83d18a'>{gold}</font> Gold, <font color='#83d18a'>{hp_pct_bonus}%</font> Max HP, <font color='#83d18a'>1</font> Orange Blessing","Max HP <font color='#83d18a'>-{hp_pct}%</font>, gain 1 of 4 random rewards: <font color='#83d18a'>{dmg_pct}%</font> Damage, <font color='#83d18a'>{gold}</font> Gold, <font color='#83d18a'>{hp_pct_bonus}%</font> Max HP, <font color='#83d18a'>1</font> Orange Blessing"
bless_10187,Calm and collected,Per enemy Strength hero: HP <font color='#83d18a'>+{value}</font> <br>Per Agility hero: Armor <font color='#83d18a'>+{value}</font> <br>Per Intelligence hero: Magic Res <font color='#83d18a'>+{value}%</font> <br>Per Universal hero: <font color='#83d18a'>1/3</font> of each bonus.,Per enemy Strength hero: HP <font color='#83d18a'>+{value}</font> <br>Per Agility hero: Armor <font color='#83d18a'>+{value}</font> <br>Per Intelligence hero: Magic Res <font color='#83d18a'>+{value}%</font> <br>Per Universal hero: <font color='#83d18a'>1/3</font> of each bonus.
bless_10188,9-Slot God Gear,Backup bag items active & usable.,Backup bag items active & usable.
bless_10188a,Pure Nine Gates (Heavenly Hand),"On get, <font color='#83d18a'>{count}</font> random Orange Blessings.","On get, <font color='#83d18a'>{count}</font> random Orange Blessings."
bless_10189,Speed is key,"Uncap Attack Speed, AS <font color='#83d18a'>+{gs}</font>.","Uncap Attack Speed, AS <font color='#83d18a'>+{gs}</font>."
bless_10190,The hand is fine,0,0
bless_10191,Arrested,0,0
bless_10192,Introvert (mbti),"When no allied heroes are within <font color='#83d18a'>{radius}</font> radius, damage output <font color='#83d18a'>+{shI}%</font>, status resistance <font color='#83d18a'>+{ztkx}%.</font>","When no allied heroes are within <font color='#83d18a'>{radius}</font> radius, damage output <font color='#83d18a'>+{shI}%</font>, status resistance <font color='#83d18a'>+{ztkx}%.</font>"
bless_10193,Skating,"Movement Speed <font color='#83d18a'>+{ys}</font>, cannot stop moving <font color='#8e8e8e'>(If stopped for 0.5s, moves randomly, may prevent attacking)</font>.","Movement Speed <font color='#83d18a'>+{ys}</font>, cannot stop moving <font color='#8e8e8e'>(If stopped for 0.5s, moves randomly, may prevent attacking)</font>."
bless_10194,Teamfight Magician,"Hitting unmarked enemy heroes with abilities applies a Magician Mark for <font color='#83d18a'>{delay}</font>s. When it expires, all marks detonate, dealing <font color='#83d18a'>{damage} × detonated marks</font> magical damage to each marked enemy. <font color='#8e8e8e'>(Affected by Spell Amplification)</font>.","Hitting unmarked enemy heroes with abilities applies a Magician Mark for <font color='#83d18a'>{delay}</font>s. When it expires, all marks detonate, dealing <font color='#83d18a'>{damage} × detonated marks</font> magical damage to each marked enemy. <font color='#8e8e8e'>(Affected by Spell Amplification)</font>."
bless_10195,Eternal Shroud,Magic resistance <font color='#83d18a'>+{mk}%</font>. Converts <font color='#83d18a'>{pct}%</font> of received magical or pure damage into mana.,Magic resistance <font color='#83d18a'>+{mk}%</font>. Converts <font color='#83d18a'>{pct}%</font> of received magical or pure damage into mana.
bless_10196,,0,0
bless_10197,,0,0
bless_10198,,Gain +{armor} Armor and +{hp_regen} Health Regen when within {radius} radius of an allied tower. You still receive half of the effects near the ruins of a destroyed tower.,Gain +{armor} Armor and +{hp_regen} Health Regen when within {radius} radius of an allied tower. You still receive half of the effects near the ruins of a destroyed tower.
bless_10199,Last Stand,"Facing the enemy fountain (within a 90-degree angle): Movement Speed +{ms_bonus}, Total Attack Damage +{atk_bonus_pct}%. Facing away from the enemy fountain: Movement Speed -{slow_pct}%.","Facing the enemy fountain (within a 90-degree angle): Movement Speed +{ms_bonus}, Total Attack Damage +{atk_bonus_pct}%. Facing away from the enemy fountain: Movement Speed -{slow_pct}%."
bless_10200,Nemesis,"Randomly designates an enemy hero as Nemesis. Damage dealt to Nemesis <font color='#83d18a'>+{sh_pct}%</font>; damage received from Nemesis <font color='#83d18a'>+{cs_pct}%</font>. Whenever you kill or are killed by your Nemesis, the killer gains an extra <font color='#83d18a'>{gold}</font> gold.","Randomly designates an enemy hero as Nemesis. Damage dealt to Nemesis <font color='#83d18a'>+{sh_pct}%</font>; damage received from Nemesis <font color='#83d18a'>+{cs_pct}%</font>. Whenever you kill or are killed by your Nemesis, the killer gains an extra <font color='#83d18a'>{gold}</font> gold."
bless_10201,Playing Dumb,"When respawning, has a <font color='#83d18a'>{tang_chance}%</font> chance to gain a stack of [Playing Dumb]. Respawning without gaining it consumes all [Playing Dumb] stacks, granting <font color='#83d18a'>Consumed Stacks × {tang_pct}% + {base_pct}%</font> Spell Amplification for that life, lost upon death.<br>Each stack of [Playing Dumb] increases damage taken by <font color='#83d18a'>{cs_pct}</font> %. Max <font color='#83d18a'>{tang_stack_max} </font> stacks. At max stacks, the next respawn is guaranteed not to gain [Playing Dumb].","When respawning, has a <font color='#83d18a'>{tang_chance}%</font> chance to gain a stack of [Playing Dumb]. Respawning without gaining it consumes all [Playing Dumb] stacks, granting <font color='#83d18a'>Consumed Stacks × {tang_pct}% + {base_pct}%</font> Spell Amplification for that life, lost upon death.<br>Each stack of [Playing Dumb] increases damage taken by <font color='#83d18a'>{cs_pct}</font> %. Max <font color='#83d18a'>{tang_stack_max} </font> stacks. At max stacks, the next respawn is guaranteed not to gain [Playing Dumb]."
bless_10202,Old Man,"Level +{lv}, Movement Speed -{ys}","Level +{lv}, Movement Speed -{ys}"
bless_20001,Kraken Shell,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Kraken Shell]</font>. Auto-casts when off cooldown.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Kraken Shell]</font>. Auto-casts when off cooldown.
bless_20002,Meat Hook,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Meat Hook]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Meat Hook]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.
bless_20003,Corrosive Skin,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Corrosive Skin]</font>.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Corrosive Skin]</font>.
bless_20004,Blade Fury,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Blade Fury]</font>. Auto-casts when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Blade Fury]</font>. Auto-casts when off cooldown. Costs no mana.
bless_20005,Fervor,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Fervor]</font>.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Fervor]</font>.
bless_20006,Boundless Strike,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Boundless Strike]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Boundless Strike]</font>. Auto-casts towards the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.
bless_20007,Spark Wraith,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Spark Wraith]</font>. Auto-casts at the position of the nearest visible enemy hero within {radius} radius when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Spark Wraith]</font>. Auto-casts at the position of the nearest visible enemy hero within {radius} radius when off cooldown. Costs no mana.
bless_20008,Chakra Magic,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Chakra Magic]</font>. Auto-casts on yourself when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Chakra Magic]</font>. Auto-casts on yourself when off cooldown. Costs no mana.
bless_20009,Arcane Falcon,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Arcane Falcon]</font>. Auto-casts on the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Arcane Falcon]</font>. Auto-casts on the nearest visible enemy hero within <font color='#83d18a'>{radius}</font> radius when off cooldown. Costs no mana.
bless_20010,Gravekeeper's Cloak,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Gravekeeper's Cloak]</font>.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Gravekeeper's Cloak]</font>.
bless_20011,Stampede,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Stampede]</font>. Auto-casts when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Stampede]</font>. Auto-casts when off cooldown. Costs no mana.
bless_20012,Shapeshift,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Shapeshift]</font>. Auto-casts when off cooldown. Costs no mana.,Grants Level <font color='#83d18a'>{lv}</font> <font color='#ffea47'>[Shapeshift]</font>. Auto-casts when off cooldown. Costs no mana.
bless_21001,Soul Strike,"The next attack gains <font color='#83d18a'>{atk_range}</font> bonus attack range and deals <font color='#83d18a'>{base_dmg}</font> bonus physical damage. If an enemy unit dies to Soul Strike, its damage permanently increases by <font color='#83d18a'>{dmg_per_kill}</font>, multiplied by <font color='#83d18a'>{kill_hero}</font> for hero kills. <font color='#8e8e8e'>(CD: {cd}s)</font>","The next attack gains <font color='#83d18a'>{atk_range}</font> bonus attack range and deals <font color='#83d18a'>{base_dmg}</font> bonus physical damage. If an enemy unit dies to Soul Strike, its damage permanently increases by <font color='#83d18a'>{dmg_per_kill}</font>, multiplied by <font color='#83d18a'>{kill_hero}</font> for hero kills. <font color='#8e8e8e'>(CD: {cd}s)</font>"
